periodo,anio,mes,banco,grupo,indicador,segmento,valor
2023-09-01,2023,9,banco_ripley,retail_financiero,indice_provisiones,vivienda,0.49209143468201333
2023-09-01,2023,9,banco_santander_chile,banca_tradicional,indice_provisiones,adeudado_bancos,0.03746383852048262
2023-09-01,2023,9,banco_santander_chile,banca_tradicional,indice_provisiones,comerciales,3.505107000475422
2023-09-01,2023,9,banco_santander_chile,banca_tradicional,indice_provisiones,consumo,6.179153209036816
2023-09-01,2023,9,banco_santander_chile,banca_tradicional,indice_provisiones,personas_total,2.028146451555044
2023-09-01,2023,9,banco_santander_chile,banca_tradicional,indice_provisiones,total_colocaciones,2.714829061822994
2023-09-01,2023,9,banco_santander_chile,banca_tradicional,indice_provisiones,vivienda,0.8764743791879623
2023-10-01,2023,10,banco_bci,banca_tradicional,indice_provisiones,adeudado_bancos,0.15984225129068802
2023-10-01,2023,10,banco_bci,banca_tradicional,indice_provisiones,comerciales,1.9293178572792162
2023-10-01,2023,10,banco_bci,banca_tradicional,indice_provisiones,consumo,8.433084436408475
2023-10-01,2023,10,banco_bci,banca_tradicional,indice_provisiones,personas_total,2.095475770198804
2023-10-01,2023,10,banco_bci,banca_tradicional,indice_provisiones,total_colocaciones,1.9988120625776606
2023-10-01,2023,10,banco_bci,banca_tradicional,indice_provisiones,vivienda,0.48952128568331005
2023-10-01,2023,10,banco_de_chile,banca_tradicional,indice_provisiones,adeudado_bancos,0.22270609403785466
2023-10-01,2023,10,banco_de_chile,banca_tradicional,indice_provisiones,comerciales,1.8324809268367583
2023-10-01,2023,10,banco_de_chile,banca_tradicional,indice_provisiones,consumo,6.656895513607437
2023-10-01,2023,10,banco_de_chile,banca_tradicional,indice_provisiones,personas_total,2.187268491041396
2023-10-01,2023,10,banco_de_chile,banca_tradicional,indice_provisiones,total_colocaciones,1.997334920584795
2023-10-01,2023,10,banco_de_chile,banca_tradicional,indice_provisiones,vivienda,0.26704033889172774
